,price
157617,67500
157618,35000
157619,71400
157620,35000
157621,23000
157622,42599
157623,44400
157624,209000
157625,22995
157626,19500
157627,35234
157628,116999
157629,68000
157630,31950
157631,15000
157632,16250
157633,41500
157634,288900
157635,49999
157636,32900
157637,6000
157638,12000
157639,14800
157640,23450
157641,4750
157642,15363
157643,11500
157644,31933
157645,99750
157646,62499
157647,38500
157648,26500
157649,34645
157650,87000
157651,31000
157652,11000
157653,21000
157654,62000
157655,70000
157656,39848
157657,30000
157658,47350
157659,45999
157660,33490
157661,19500
157662,35800
157663,54500
157664,9950
157665,21995
157666,11000
157667,20800
157668,44800
157669,28999
157670,36300
157671,34000
157672,59000
157673,13500
157674,45999
157675,27000
157676,33000
157677,17816
157678,8500
157679,16999
157680,32600
157681,36800
157682,35000
157683,8500
157684,49000
157685,48000
157686,145000
157687,48998
157688,41000
157689,15995
157690,47645
157691,13500
157692,24500
157693,37999
157694,25800
157695,10995
157696,13999
157697,39000
157698,31000
157699,28906
157700,21000
157701,13000
157702,39599
157703,12000
157704,44900
157705,11000
157706,55000
157707,21000
157708,23600
157709,24999
157710,16500
157711,42999
157712,44950
157713,39500
157714,52500
157715,41885
157716,22500
157717,63999
157718,53000
157719,15000
157720,101999
157721,42000
157722,131999
157723,75950
157724,82500
157725,89750
157726,24000
157727,8500
157728,44900
157729,19750
157730,45500
157731,43329
157732,40200
157733,47500
157734,14000
157735,111000
157736,67963
157737,34000
157738,22500
157739,399900
157740,16499
157741,11500
157742,33299
157743,45000
157744,109900
157745,26000
157746,26000
157747,39499
157748,52000
157749,5000
157750,37000
157751,50000
157752,83999
157753,34000
157754,136900
157755,36139
157756,60000
157757,134000
157758,37400
157759,25000
157760,36500
157761,41885
157762,269991
157763,50000
157764,53500
157765,49000
157766,74500
157767,5700
157768,15000
157769,17999
157770,23900
157771,11000
157772,15495
157773,16000
157774,17500
157775,93999
157776,9950
157777,104900
157778,35750
157779,42000
157780,7000
157781,71400
157782,29999
157783,21612
157784,12900
157785,12000
157786,19000
157787,58998
157788,31380
157789,12300
157790,35000
157791,39998
157792,11000
157793,110000
157794,90000
157795,31000
157796,38598
157797,29500
157798,29800
157799,70250
157800,29000
157801,16000
157802,12000
157803,27500
157804,6399
157805,44900
157806,39500
157807,359991
157808,7700
157809,11995
157810,134900
157811,33000
157812,27450
157813,37999
157814,19999
157815,44000
157816,52590
157817,72000
157818,39000
157819,10499
157820,22500
157821,16000
157822,29999
157823,18000
157824,26950
157825,11500
157826,17500
157827,39990
157828,17000
157829,58998
157830,26125
157831,19500
157832,12490
157833,14945
157834,29725
157835,20150
157836,25500
157837,41500
157838,13800
157839,24000
157840,61599
157841,26000
157842,64000
157843,6900
157844,42500
157845,5750
157846,9998
157847,12850
157848,95000
157849,49995
157850,35999
157851,40250
157852,33000
157853,18300
157854,36000
157855,12500
157856,6100
157857,31000
157858,59598
157859,134999
157860,11000
157861,81900
157862,53900
157863,17500
157864,10000
157865,21000
157866,44900
157867,57900
157868,8900
157869,17000
157870,42500
157871,83900
157872,59000
157873,22000
157874,19950
157875,15500
157876,6499
157877,22000
157878,9000
157879,11800
157880,33999
157881,21000
157882,15499
157883,44798
157884,37500
157885,31000
157886,46999
157887,53900
157888,105000
157889,63999
157890,42250
157891,29999
157892,8500
157893,87500
157894,20989
157895,37500
157896,40000
157897,29900
157898,41688
157899,46998
157900,165000
157901,24500
157902,19950
157903,37000
157904,64500
157905,19780
157906,27500
157907,18000
157908,20500
157909,17000
157910,17995
157911,26497
157912,96900
157913,72000
157914,42500
157915,76400
157916,61000
157917,15999
157918,65900
157919,21000
157920,29998
157921,43250
157922,54000
157923,15900
157924,24999
157925,12000
157926,75000
157927,12500
157928,90788
157929,52590
157930,21900
157931,25998
157932,38500
157933,40000
157934,16750
157935,18200
157936,3200
157937,27995
157938,27500
157939,28590
157940,7000
157941,33950
157942,25000
157943,91500
157944,46995
157945,17000
157946,34950
157947,9500
157948,67900
157949,26691
157950,30000
157951,70000
157952,12500
157953,99998
157954,65000
157955,49998
157956,32250
157957,38500
157958,72950
157959,9500
157960,6500
157961,54500
157962,5500
157963,32000
157964,29995
157965,31500
157966,47000
157967,45900
157968,35500
157969,28196
157970,44000
157971,115000
157972,39499
157973,21998
157974,68000
157975,19000
157976,31113
157977,12900
157978,10999
157979,11999
157980,7700
157981,23800
157982,31000
157983,54900
157984,8750
157985,13500
157986,16000
157987,72900
157988,21000
157989,8500
157990,15397
157991,51000
157992,26999
157993,6000
157994,197750
157995,7000
157996,16000
157997,35345
157998,23000
157999,9000
158000,19500
158001,11200
158002,21995
158003,39500
158004,25500
158005,18300
158006,49900
158007,84999
158008,57999
158009,35000
158010,29000
158011,55000
158012,599000
158013,13980
158014,187900
158015,36727
158016,60000
158017,15000
158018,45500
158019,10995
158020,67500
158021,68998
158022,14699
158023,21000
158024,14000
158025,26500
158026,7300
158027,59500
158028,21500
158029,18500
158030,39998
158031,6800
158032,259991
158033,45950
158034,71400
158035,68998
158036,19995
158037,56740
158038,20000
158039,106798
158040,16000
158041,12499
158042,197499
158043,129000
158044,16800
158045,33889
158046,63900
158047,12500
158048,5700
158049,69000
158050,13250
158051,29900
158052,13600
158053,79500
158054,30275
158055,42000
158056,104999
158057,35000
158058,40000
158059,47798
158060,45900
158061,29999
158062,15000
158063,50000
158064,66500
158065,38000
158066,20500
158067,23598
158068,26816
158069,39998
158070,27900
158071,54900
158072,34999
158073,21000
158074,32541
158075,28750
158076,42998
158077,16370
158078,10400
158079,151900
158080,20000
158081,19500
158082,44998
158083,27500
158084,9000
158085,16500
158086,64995
158087,234900
158088,37998
158089,92000
158090,42000
158091,31999
158092,91500
158093,34500
158094,53950
158095,19000
158096,67000
158097,45000
158098,41885
158099,12250
158100,45000
158101,43000
158102,54998
158103,29800
158104,30000
158105,63500
158106,98000
158107,18000
158108,14900
158109,45861
158110,51000
158111,68750
158112,22000
158113,23999
158114,27800
158115,51000
158116,32063
158117,52889
158118,16900
158119,38698
158120,33998
158121,75000
158122,17500
158123,19000
158124,35645
158125,30000
158126,23000
158127,51999
158128,15998
158129,8900
158130,18500
158131,77999
158132,18000
158133,35707
158134,28000
158135,31000
158136,17000
158137,26000
158138,279000
158139,29500
158140,24590
158141,31000
158142,31621
158143,65000
158144,6975
158145,19000
158146,46750
158147,47350
158148,95500
158149,16000
158150,7700
158151,51890
158152,44000
158153,55460
158154,29000
158155,10000
158156,52000
158157,42598
158158,36000
158159,4700
158160,29900
158161,36949
158162,29000
158163,31950
158164,92500
158165,164725
158166,87500
158167,239995
158168,10995
158169,172000
158170,82150
158171,44998
158172,12900
158173,48698
158174,12500
158175,15499
158176,13310
158177,6500
158178,15400
158179,73000
158180,33295
158181,10300
158182,1599000
158183,29000
158184,52500
158185,15500
158186,42442
158187,19500
158188,77999
158189,21500
158190,22998
158191,11999
158192,31000
158193,51500
158194,27500
158195,17495
158196,42500
158197,11000
158198,57999
158199,19900
158200,37500
158201,70000
158202,7200
158203,25000
158204,41885
158205,6500
158206,17100
158207,19750
158208,18200
158209,179900
158210,29900
158211,21900
158212,24500
158213,18750
158214,4750
158215,8995
158216,34600
158217,9900
158218,13995
158219,143900
158220,41950
158221,240000
158222,57480
158223,3950
158224,20500
158225,67800
158226,34500
158227,21000
158228,75900
158229,36500
158230,43000
158231,72500
158232,19290
158233,22000
158234,5900
158235,62000
158236,59500
158237,32500
158238,18500
158239,89000
158240,79998
158241,39950
158242,83499
158243,36570
158244,52500
158245,59900
158246,62000
158247,10500
158248,13800
158249,47124
158250,188500
158251,33999
158252,10000
158253,15500
158254,9950
158255,11500
158256,24000
158257,5000
158258,9900
158259,8750
158260,43250
158261,54500
158262,145000
158263,55000
158264,9250
158265,28000
158266,27998
158267,54999
158268,32000
158269,85500
158270,20818
158271,43500
158272,11500
158273,17200
158274,32000
158275,20000
158276,6000
158277,22999
158278,39990
158279,78900
158280,49999
158281,15500
158282,76000
158283,38298
158284,49500
158285,45999
158286,9000
158287,130000
158288,85989
158289,67190
158290,26000
158291,59900
158292,86900
158293,16490
158294,26000
158295,23500
158296,15900
158297,22000
158298,38781
158299,19800
158300,11800
158301,38405
158302,35000
158303,15000
158304,38998
158305,42900
158306,128900
158307,10000
158308,22500
158309,45480
158310,17500
158311,17000
158312,84999
158313,13998
158314,15999
158315,18750
158316,425000
158317,10000
158318,24000
158319,9900
158320,240000
158321,8900
158322,12240
158323,65000
158324,64000
158325,64500
158326,11900
158327,12500
158328,12000
158329,6900
158330,27700
158331,48295
158332,10999
158333,9000
158334,76598
158335,68000
158336,45000
158337,42900
158338,29500
158339,14500
158340,50000
158341,27900
158342,26500
158343,85989
158344,13800
158345,64000
158346,25980
158347,21500
158348,749950
158349,37500
158350,5900
158351,31985
158352,5949
158353,78350
158354,19425
158355,9900
158356,20500
158357,14500
158358,15700
158359,4000
158360,32471
158361,41986
158362,23500
158363,27654
158364,21500
158365,89999
158366,105000
158367,44798
158368,31000
158369,7800
158370,92900
158371,48500
158372,46850
158373,34700
158374,4995
158375,17900
158376,14500
158377,19212
158378,52998
158379,29999
158380,34000
158381,60999
158382,42691
158383,13600
158384,12500
158385,16000
158386,10000
158387,19999
158388,399900
158389,34600
158390,15000
158391,22222
158392,155700
158393,60000
158394,3500
158395,15500
158396,26500
158397,20000
158398,50000
158399,25625
158400,4900
158401,12995
158402,20500
158403,14000
158404,155000
158405,5000
158406,27200
158407,44900
158408,68969
158409,29999
158410,8500
158411,44950
158412,85000
158413,16500
158414,68000
158415,7700
158416,12995
158417,18853
158418,47500
158419,229000
158420,82000
158421,200000
158422,6250
158423,27500
158424,18000
158425,27900
158426,25099
158427,8900
158428,44791
158429,14000
158430,8000
158431,39990
158432,19599
158433,18999
158434,12990
158435,6000
158436,3500
158437,132998
158438,28250
158439,5800
158440,33500
158441,28590
158442,10500
158443,37950
158444,25500
158445,45999
158446,105000
158447,25000
158448,22999
158449,14699
158450,79950
158451,12500
158452,8500
158453,60995
158454,16000
158455,34999
158456,48999
158457,7945
158458,51899
158459,11995
158460,13800
158461,29900
158462,14200
158463,53000
158464,14000
158465,18000
158466,11500
158467,25000
158468,31000
158469,26900
158470,83598
158471,21999
158472,17000
158473,38000
158474,22000
158475,62499
158476,64000
158477,417500
158478,129000
158479,51900
158480,44495
158481,6700
158482,58500
158483,34000
158484,45000
158485,46105
158486,21900
158487,42000
158488,15500
158489,52999
158490,33364
158491,65500
158492,51999
158493,68750
158494,59950
158495,15995
158496,12750
158497,65998
158498,31000
158499,15500
158500,15499
158501,2800
158502,10750
158503,36570
158504,14500
158505,49900
158506,16000
158507,19975
158508,65700
158509,12500
158510,9500
158511,26691
158512,44000
158513,4000
158514,49000
158515,22000
158516,67900
158517,52000
158518,17900
158519,27995
158520,16975
158521,26000
158522,104999
158523,19000
158524,80140
158525,19900
158526,61059
158527,39853
158528,6500
158529,18000
158530,99800
158531,73998
158532,20818
158533,29000
158534,10500
158535,79900
158536,44900
158537,33500
158538,63500
158539,18955
158540,39000
158541,2300
158542,4495
158543,63000
158544,28748
158545,49995
158546,31999
158547,101999
158548,37500
158549,27899
158550,43000
158551,229900
158552,22800
158553,32085
158554,18750
158555,30000
158556,35899
158557,43900
158558,84000
158559,134900
158560,79999
158561,23995
158562,38005
158563,19000
158564,40999
158565,10400
158566,37000
158567,69500
158568,27999
158569,9900
158570,43329
158571,18500
158572,58500
158573,29900
158574,29995
158575,10000
158576,13349
158577,15000
158578,34500
158579,16000
158580,19995
158581,12499
158582,34999
158583,17000
158584,42900
158585,18700
158586,15000
158587,23900
158588,9999
158589,50999
158590,49999
158591,8100
158592,69999
158593,40000
158594,94000
158595,45000
158596,6000
158597,49900
158598,30000
158599,42886
158600,66900
158601,58000
158602,11000
158603,101000
158604,23750
158605,29444
158606,13500
158607,209991
158608,25000
158609,13000
158610,38500
158611,15999
158612,78000
158613,55329
158614,18000
158615,70000
158616,81000
158617,9000
158618,91900
158619,23995
158620,45500
158621,15499
158622,30510
158623,7200
158624,31331
158625,29000
158626,34645
158627,13500
158628,15400
158629,12700
158630,14000
158631,89750
158632,18500
158633,29998
158634,53500
158635,48698
158636,54900
158637,15100
158638,24500
158639,4500
158640,17200
158641,63995
158642,6700
158643,18800
158644,8500
158645,174900
158646,54995
158647,67963
158648,45999
158649,36500
158650,44850
158651,35900
158652,12000
158653,55329
158654,25500
158655,6500
158656,28000
158657,13800
158658,21000
158659,62890
158660,40888
158661,6500
158662,32000
158663,12000
158664,36500
158665,22000
158666,78500
158667,28500
158668,29255
158669,45950
158670,12499
158671,52000
158672,37995
158673,179900
158674,6500
158675,15900
158676,30000
158677,16000
158678,156900
158679,20995
158680,7858
158681,18650
158682,15000
158683,16500
158684,4900
158685,59000
158686,55460
158687,28906
158688,91500
158689,42000
158690,69500
158691,31999
158692,46787
158693,38005
158694,25900
158695,17500
158696,60200
158697,41995
158698,15995
158699,15500
158700,9500
158701,197499
158702,19990
158703,44900
158704,6999
158705,13850
158706,36500
158707,52598
158708,29000
158709,55000
158710,36750
158711,33600
158712,14000
158713,30000
158714,150000
158715,25500
158716,18500
158717,29000
158718,6000
158719,38000
158720,6000
158721,45000
158722,10500
158723,59900
158724,85998
158725,40250
158726,11000
158727,15450
158728,47000
158729,54800
158730,44800
158731,105000
158732,10000
158733,55329
158734,11500
158735,134999
158736,20999
158737,46995
158738,33500
158739,17200
158740,26500
158741,26000
158742,7200
158743,19780
158744,44950
158745,117900
158746,26000
158747,107900
158748,47000
158749,53722
158750,48998
158751,20000
158752,40000
158753,24500
158754,19500
158755,2800
158756,22999
158757,22500
158758,33500
